Year,Area,Street,Street2
2011,,Kingsheathhighstr,
2011,,Knowlerdsmallheathbham,
2011,,Ladypoolrd,
2011,,Ladypoolrd,
2011,,Ladywellwalk,
2011,,Leahallrd,
2011,,Leahallrd,
2011,,Leavillagestechford,
2011,,Lenchesclosemosley,
2011,,Limetreerd,
2011,,Lodelnhermitagerd,
2011,,Longstr,
2011,,Longstrsparkhill,
2011,,Longbridgeln,
2011,,Longmeadowcrescentshardendbham,
2011,,Maccadownln,
2011,,Masshouseln,
2011,,Meadwaymstechford,
2011,,Mickleoverrdbromford,
2011,,Moorcroftrd,
2011,,Moseleyrd,
2011,,Moseleyrd,
2011,,Moseleyrd,
2011,,Moseleyrd,
2011,,Moseleyvillage,
2011,,Moseleyvillage,
2011,,Moseleyvillagealcesterrd,
2011,,Mosleyallservicesclubchurchrdmoseley,
2011,,Nearlandsclosequinton,
2011,,Newstr,
2011,,Northfieldhighstr,
2011,,Osbehanshighfieldrdbillesley,
2011,,Osthejunctionmosleyvillage,
2011,,Oswashwoodheathrd,
2011,,Oakhillrdacocksgreen,
2011,,Oppwhitehartlncooksln,
2011,,Oppositealdistratfordrd,
2011,,Outsidejavaloungealcesterrd,
2011,,Outsideo2academynightclubbhamcitycentre,
2011,,Outsideravenpublichouse,
2011,,Packingtonaveshardend,
2011,,Parkoffhobmoorrd,
2011,,Parkhallcroft,
2011,,Peartreeph,
2011,,Policestation,
2011,,Policestationstechford,
2011,,Poplarrd,
2011,,Poplarrd,
2011,,Poplarrdsolihull,
2011,,Poplarrdsolihull,
2011,,Prestonrd,
2011,,Prioryrdhallgreen,
2011,,Prospectrd,
2011,,Queenswoodrd,
2011,,Rearofbootshighstr,
2011,,Reddingslntsyley,
2011,,Richmondprimarycarecentrerichmondrdstechford,
2011,,Ringrdstourbridge,
2011,,Sainsburyswawrickrd,
2011,,Sainsburysalcesterrdsouth,
2011,,Sandfordrdmoseley,
2011,,Sareholemill,
2011,,Sedgemererd,
2011,,Shirleyrd,
2011,,Shirleyrd,
2011,,Snowhill,
2011,,Solihullln,
2011,,Stmarysrdmoseley,
2011,,Stmarysrow,
2011,,Stationrd,
2011,,Stationwaybirminghaminternationalrailstation,
2011,,Stechfordfrontoffice,
2011,,Stechfordps,
2011,,Stechfordretailpark,
2011,,Stonehengecroftdruidsheath,
2011,,Stoneyln,
2011,,Stoneyln,
2011,,Stoneyln,
2011,,Stratfordheathsparkhillbirmingham,
2011,,Stratfordrd,
2011,,Stratfordrd,
2011,,Stratfordrd,
2011,,Stratfordrdhallgreen,
2011,,Stratfordrds,
2011,,Stuartrdstechford,
2011,,Talbortstr,
2011,,Tauntonrd,
2011,,Tavistockrd,
2011,,Theave,
2011,,Thepaertreepub,
2011,,Trafalgerrd,
2011,,Wakegreenrd,
2011,,Wardendrd,
2011,,Warwickrd,
2011,,Warwickrd,
2011,,Warwickrd,
2011,,Warwickrd,
2011,,Warwickrd,
2011,,Warwickrdtysley,
2011,,Washln,
2011,,Washfordheathrd,
2011,,Washwoodheathpub,
2011,,Washwoodheathrdwashwoodheathbham,
2011,,Washwoodheathrd,
2011,,Washwoodheathrd,
2011,,Washwoodheathrd,
2011,,Washwoodheathrd,
2011,,Waterylnmiddlewaybirmingham,
2011,,Wawrickrd,
2011,,Welshfarmrdquinton,
2011,,Westleyrd,
2011,,Westleyrdacocksgreen,
2011,,Whitehartpublichouse,
2011,,Whitehartpublichouse,
2011,,Whiteheartpubgressellln,
2011,,Williamhillbookmakerswashwoodheathrd,
2011,,Williamhillbookmakerswashwoodheathrd,
2011,,Williamhillwashwoodheathrd,
2011,,Windwardrd,
2011,,Windwardrd,
2011,,Woodendrderdington,
2011,,Woodbridgerdmoseley,
2011,,Wrightstr,
2011,,Yardleygreenrd,
2011,,Yardleyrdacocksgreen,
2011,,Yardleywoodrd,
2011,,Yardleywoodrd,
2011,,Yewtreecarpark,
2011,,Yewtreeln,
2011,,Yewtreepublichousecarpark,
2011,,Armadapubsladerderdingtonbirmingham,
2011,,Armardapubgravellyhill,
2011,,Armardapubgravellyhill,
2011,,Badgersbankrd,
2011,,Baldmoorlakerderdingtonbirmingham,
2011,,Bandywoodrdkingstanding,
2011,,Beckenhamrd,
2011,,Beecheswalk,
2011,,Birminghamrd,
2011,,Birminghamrd,
2011,,Birminghamrdsc,
2011,,Birminghamrd,
2011,,Birminghamrd,
2011,,Birminghamrdsutton,
2011,,Birminghamrderdington,
2011,,Birminghamrdsuttoncoldfield,
2011,,Birminghamrdsuttoncoldfield,
2011,,Bowlinggreenclose,
2011,,Bracebridgerderdington,
2011,,Brassingtonave,
2011,,Bromfordln,
2011,,Bromfordlnerdingtonbham,
2011,,Brookvaleparkrd,
2011,,Carhamptonrdfalconlodgesuttoncolfield,
2011,,Carshaltonrd,
2011,,Carshorltonrd,
2011,,Chesterrd,
2011,,Chesterrd,
2011,,Chesterrdhallsgardencentre,
2011,,Churchrdatchesterrd,
2011,,Collegerdkingstandingbham,
2011,,Collegerdkingstandingbham,
2011,,Copshillcourtmountviewsuttoncoldfield,
2011,,Dovedalerderdingtonbham,
2011,,Downsiderderdingtonbham,
2011,,Eachelhurtrderdington,
2011,,Erdingtonhallrd,
2011,,Erdingtonhallrd,
2011,,Erdingtonhighstr,
2011,,Fenthamrderdingtonbham,
2011,,Finchleyrd,
2011,,Finchleyrdkingstandingbham,
2011,,Georgefrederickrd,
2011,,Goldenpondtakeawayboldmererd,
2011,,Goodhopehospital,
2011,,Gracechurchcentre,
2011,,Gracechurchcentreoutsidesupercigs,
2011,,Gracechurchshoppingcentresuttoncoldfield,
2011,,Grassedareapypehayespark,
2011,,Gravelleyln,
2011,,Gravelleyln,
2011,,Gravelleyln,
2011,,Gravellylnerdingtonbirmingham,
2011,,Hairylemonpubsuttoncoldfield,
2011,,Hairylemonpubsuttoncoldfield,
2011,,Hermatigerd,
2011,,Hermatigerd,
2011,,Hermitagedrive,
2011,,Highstr,
2011,,Highstrerdington,
2011,,Highstrerdington,
2011,,Highstrerdington,
2011,,Highstrsc,
2011,,Highstrsc,
2011,,Hightsterdington,
2011,,Huntonhill,
2011,,Kfcretailoutleterdingtonhighstr,
2011,,Kingsburyrderdingtonbham,
2011,,Kingstandingcircle,
2011,,Ladywellwalkbirmingham,
2011,,Landsdownrd,
2011,,Lichfieldrdmeregreen,
2011,,Lichfieldrdsuttoncoldfield,
2011,,Lindridgerdsuttoncoldfield,
2011,,Littleastonln,
2011,,Longfordrd,
2011,,Longfordrdkingstandingbham,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparade,
2011,,Lowerparadesc,
2011,,Lowerparadesutton,
2011,,Lowerparadesuttoncoldfield,
2011,,Lowerparade,
2011,,Lowerparadesutoncoldfield,
2011,,Lowerparadesuttoncoldfield,
2011,,Lowerparadesuttoncoldfield,
2011,,Lowerparadesuttoncoldfield,
2011,,Lowerparadesuttoncoldfield,
2011,,Lowerparadesuttoncoldfield,
2011,,Lowerparadesuttoncoldfield,
2011,,Lowerparadesuttoncoldfield,
2011,,Lowerparadesuttoncoldfield,
2011,,Lowerparadesuttoncoldfield,
2011,,Lowerparadesuttoncoldfield,
2011,,Lowerparadesuttoncoldfield,
2011,,Lowerparadesuttoncoldfield,
2011,,Lowerparadesuttoncoldfield,
2011,,Lowerparadesuttoncoldfield,
2011,,Lowerparadesuttoncoldfield,
2011,,Lowerparadesuttoncoldfieldtowncentre,
2011,,Lowerparadesuttoncoldfieldtowncentre,
2011,,Lowerparadesuttoncoldfield,
2011,,Lydhamclose,
2011,,Millstr,
2011,,Millstrsuttoncoldfield,
2011,,Moorhallhotel,
2011,,Mulberrycourtcarparkkingsrdkingstandingbirmingham,
2011,,Newhallwalkcarpark,
2011,,Newhallwalkcarpark,
2011,,Osha,
2011,,Oslittentree,
2011,,Oslittentreesctowncentre,
2011,,Osmoomoobarsctowncentre,
2011,,Osmoomoobarsouthparade,
2011,,Osretro,
2011,,Osretrosouthparade,
2011,,Osretros,
2011,,Osroyalhotellichfieldrd,
2011,,Ostemplebar,
2011,,Ostemplebar,
2011,,Ostemplebarhighstr,
2011,,Ostemplebarlowerparadesuttoncoldfield,
2011,,Ostemplebarsctowncentre,
2011,,Ostemplebarsuttoncoldfieldwestmilands,
2011,,Osthehairylemon,
2011,,Onpavementoutsidetheroyalhotel,
2011,,Ourtsideroyalpublichfieldrdsuttoncoldfield,
2011,,Outsideglendaletowerlyndhurstestate,
2011,,Outsidelittentreepubbirminghamrdsuttoncoldfield,
2011,,Outsidemoomooclubtowncentresuttoncoldfield,
2011,,Outsidemoomoonightclubsouthparade,
2011,,Outsidetempleparadelowerparade,
2011,,Outsidethetemplebarlowerparadesc,
2011,,Paradesuttoncoldfield,
2011,,Paradesc,
2011,,Paradesuttoncoldfield,
2011,,Paradesuttoncoldfield,
2011,,Paradesuttoncoldfield,
2011,,Paradesuttontown,
2011,,Paradesuttoncoldfield,
2011,,Paradesuttoncoldfield,
2011,,Paradesuttontowncentre,
2011,,Parkestoncrescentkinsgatndingbham,
2011,,Plantsgroveerdington,
2011,,Pypehayesrdpypehayesbham,
2011,,Pypehayesrdpypehayesbham,
2011,,Pypehayesrdpypehayesbham,
2011,,Queenstr,
2011,,Queenstr,
2011,,Queenstr,
2011,,Queenstr,
2011,,Queenstrsuttoncoldfieldtowncentre,
2011,,Queslettrdeast,
2011,,Redacrerdboldmere,
2011,,Reservoirrd,
2011,,Ridgeway,
2011,,Sladerderdingtonbham,
2011,,Sladerderdingtonbham,
2011,,Sothparadesuttoncoldfield,
2011,,Sothparadesuttoncoldfield,
2011,,Southparade,
2011,,Southparade,
2011,,Southparade,
2011,,Southparade,
2011,,Southparade,
2011,,Southparade,
2011,,Southparade,
2011,,Southparade,
2011,,Southparade,
2011,,Southparade,
2011,,Southparade,
2011,,Southparade,
2011,,Southparadetowncentresuttoncoldfield,
2011,,Southparadesuttoncoldfield,
2011,,Southparadesuttoncoldfield,
2011,,Southparadesuttontowncentre,
2011,,Southparadesuttoncoldfield,
2011,,Southparadesuttoncoldfield,
2011,,Southparadesuttoncoldfield,
2011,,Southparadesuttoncoldfield,
2011,,Southparadesuttoncoldfield,
2011,,Southparadesuttoncoldfield,
2011,,Southparadesuttoncoldfield,
2011,,Southparadesuttoncoldfield,
2011,,Southparadesuttoncoldfield,
2011,,Southparadesuttoncoldfield,
2011,,Southparadesuttoncoldfield,
2011,,Southparadesuttontowncentre,
2011,,Southparadetowncentresuttoncoldfield,
2011,,Stornawayrdcastlevale,
2011,,Streetleyrderdington,
2011,,Sumburghcroft,
2011,,Suttoncoldfieldtowncentre,
2011,,Suttoncoldfieldtowncentre,
2011,,Suttonnewrd,
2011,,Suttonnewrderdington,
2011,,Suttonnewrderdington,
2011,,Suttonnewrderdington,
2011,,Suttonnewrderdingtonbham,
2011,,Suttonparade,
2011,,Suttonparade,
2011,,Suttonparade,
2011,,Suttontowncentre,
2011,,Suttontowncentre,
2011,,Suttontowncentre,
2011,,Suttontowncentre,
2011,,Suttontowncentre,
2011,,Tedburycrescent,
2011,,Tescosexpresswalsallrdfouroakssuttoncoldfield,
2011,,Theparade,
2011,,Theparade,
2011,,Theparade,
2011,,Theparadesutton,
2011,,Theparadesuttoncoldfield,
2011,,Theparadebirminghamrdsuttoncoldfield,
2011,,Theparadesuttoncoldfield,
2011,,Theparadesuttoncoldfield,
2011,,Theparadesuttoncoldfield,
2011,,Theparadesuttoncoldfield,
2011,,Theparadesuttoncoldfield,
2011,,Theparadesuttoncoldfield,
2011,,Theparadesuttontowncentre,
2011,,Theparade,
2011,,Theridgeway,
2011,,Theridgeway,
2011,,Theridgeway,
2011,,Theswanph,
2011,,Turnhouserd,
2011,,Upperhollandrd,
2011,,Victoriard,
2011,,Victoriard,
2011,,Victoriard,
2011,,Walshdrivewalmleysuttoncoldfield,
2011,,Warrenfarmrd,
2011,,Warrenfarmrd,
2011,,Whitehousecommonrd,
2011,,Wiltonrd,
2011,,Windsorhousejarvisrderdington,
2011,,Wittonlodgerd,
2011,,Wittonlodgerderdington,
2011,,Yorkrd,
2011,,Abdonave,
2011,,Alcesterrdsouth,
2011,,Alvechurchrd,
2011,,Ardenrd,
2011,,Ardencotefrd,
2011,,Ashleyclose,
2011,,Baltispicebristolrdsouth,
2011,,Barneshill,
2011,,Barrowhouse,
2011,,Bellstr,
2011,,Birminghamnewstr,
2011,,Birminghamnewstr,
2011,,Birminghamnewstr,
2011,,Birminghamstroldbury,
2011,,Blandfordrd,
2011,,Bournbrookrd,
2011,,Bournvillefrontoffice,
2011,,Bournvillefrontoffice,
2011,,Bournvilleln,
2011,,Bournvilleln,
2011,,Bournvillelnfrontoffice,
2011,,Bowlinggreenrd,
2011,,Bristolrd,
2011,,Bristolrd,
2011,,Bristolrd,
2011,,Bristolrd,
2011,,Bristolrdsellyoak,
2011,,Bristolrdsouth,
2011,,Bristolrdsouth,
2011,,Bristolrdsth,
2011,,Bristolrdnorthfield,
2011,,Bristolrdsellyoak,
2011,,Bristolrd,
2011,,Bristolrd,
2011,,Bristolrd,
2011,,Bristolrd,
2011,,Bristolrd,
2011,,Bristolrd,
2011,,Bristolrd,
2011,,Bristolrd,
2011,,Bristolrd,
2011,,Bristolrd,
2011,,Bristolrd,
2011,,Bristolrd,
2011,,Bristolrd,
2011,,Bristolrd,
2011,,Bristolrdnorthfield,
2011,,Bristolrdsellyoak,
2011,,Bristolrdsellyoak,
2011,,Bristolrdsellyoak,
2011,,Bristolrdsouthnorthfield,
2011,,Bristolrdsouthsellyoak,
2011,,Bristolrdsellyoak,
2011,,Bristolrdsellyoak,
2011,,Bristolrdsellyoak,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstrcitycentre,
2011,,Brdstrcitycentre,
2011,,Brookln,
2011,,Bunburryrd,
2011,,Bunburryrd,
2011,,Burnhillgroveweoleycastlebirmingham,
2011,,Carparkofbournvillelnpstn,
2011,,Chinbrookrdbillsley,
2011,,Churchhillnortthfield,
2011,,Churchrd,
2011,,Comptonrdcradleyheath,
2011,,Costcuttersardernrd,
2011,,Dawberryrd,
2011,,Dawlishrd,
2011,,Dingleclub,
2011,,Doddingtonrd,
2011,,Dogkennelln,
2011,,Dogpoolln,
2011,,Downfielddrive,
2011,,Dudleybusstation,
2011,,Dwellingsln,
2011,,Eafo,
2011,,Edgbastoncricketground,
2011,,Edgbastonparkrd,
2011,,Exeterrdhubertrd,
2011,,Fordhouseln,
2011,,Fouracresquinton,
2011,,Frogmillrdfrankley,
2011,,Gennersln,
2011,,Glastonburyrd,
2011,,Greatparkrubery,
2011,,Griffinsbrookln,
2011,,Grosvenorshoppingcentre,
2011,,Hagleyrd,
2011,,Hagleyrd,
2011,,Hagleyrd,
2011,,Hagleyrd,
2011,,Hagleyrd,
2011,,Hagleyrd,
2011,,Hagleyrd,
2011,,Hagleyrd,
2011,,Hagleyrd,
2011,,Hagleyrdedgbaston,
2011,,Hagleyrdeedgbaston,
2011,,Harbornecricketclub,
2011,,Harbornehighst,
2011,,Harbornehighstr,
2011,,Harbornehighstr,
2011,,Harbornehighstr,
2011,,Harborneparkrd,
2011,,Harbornepolicestation,
2011,,Harbournecricketclub,
2011,,Hawkesleyend,
2011,,Hawkesleysquare,
2011,,Hazelwellstr,
2011,,Heathmilllndigbeth,
2011,,Heronswood,
2011,,Highst,
2011,,Highstharborne,
2011,,Highstharborne,
2011,,Highstnorthfield,
2011,,Highstrharborne,
2011,,Highstrharborne,
2011,,Highstrharborne,
2011,,Highstrharborne,
2011,,Highstrharbourne,
2011,,Highstrharborne,
2011,,Highstrharborne,
2011,,Highfdieldln,
2011,,Highfieldln,
2011,,Highfieldlnquinton,
2011,,Hoggslnnorthfield,
2011,,Hollybankrd,
2011,,Holywoodbowlrubery,
2011,,Homeaddress,
2011,,Honningtoncrescentnorthfield,
2011,,Jigginsln,
2011,,Jigginslnbartleygreen,
2011,,Kembertonerd,
2011,,Kingsnortongreen,
2011,,Leechgreenrd,
2011,,Leithgrove,
2011,,Leithgrove,
2011,,Longfellowrd,
2011,,Longbridgeln,
2011,,Longbridgeln,
2011,,Longbridgelnwestheath,
2011,,Longhamcroft,
2011,,Lottierd,
2011,,Lutleygrove,
2011,,Malinsrdharborne,
2011,,Mandervillehouse,
2011,,Marjoramclosehawksley,
2011,,Masshouseln,
2011,,Masshouseln,
2011,,Maypoleln,
2011,,Merrittshill,
2011,,Metchleyln,
2011,,Moatrd,
2011,,Mounbattenhousewyndhamrd,
2011,,Newstrbr,
2011,,Newstrstation,
2011,,Nortbworcestergolfclub,
2011,,Northstrharborne,
2011,,Northstrharborne,
2011,,Northfieldhighstr,
2011,,Northfieldhighstr,
2011,,Oakridgerdnorthfield,
2011,,Oddingleyrd,
2011,,Oddingleyrdwestheath,
2011,,Paradiseforumbirmingham,
2011,,Parsonshill,
2011,,Pershorerd,
2011,,Pershorerd,
2011,,Pershorerd,
2011,,Pershorerd,
2011,,Pershorerd,
2011,,Pershorerd,
2011,,Pershorerd,
2011,,Pershorerd,
2011,,Pershorerd,
2011,,Pershorerd,
2011,,Pershorerd,
2011,,Pershorerdsouthkingsnorton,
2011,,Poolecrescentharborne,
2011,,Poplarave,
2011,,Portlandsrd,
2011,,Princethorperd,
2011,,Qecasualty,
2011,,Qehospital,
2011,,Qehospital,
2011,,Qualityhotel,
2011,,Queenelizabethhospital,
2011,,Raddlebarnrd,
2011,,Richmondhillrd,
2011,,Richmondrd,
2011,,Roserd,
2011,,Roserdharborne,
2011,,Sainsburysfrankleybeechesrdnorthfield,
2011,,Selcroftave,
2011,,Shannonrdkingsnorton,
2011,,Shawbrookgrove,
2011,,Shellforecourtbristolrd,
2011,,Sirhiltonsrdwestheath,
2011,,Snax24forcourt,
2011,,Solihullhighstr,
2011,,Solihullhighstroutsiderosies,
2011,,Stanleyrdquinton,
2011,,Stonerdedgbaston,
2011,,Stonehouseln,
2011,,Stratfordrdsparkbrookbirmingham,
2011,,Thefold,
2011,,Thefoldkingsnorton,
2011,,Thejesterph,
2011,,Theparadequeenswaycitycentre,
2011,,Theroyaloakpublichousepershorerd,
2011,,Threehorshoesph,
2011,,Threeshiresoakrd,
2011,,Threeshiresrd,
2011,,Trescotterd,
2011,,Turvesgreen,
2011,,Unknown,
2011,,Valbournerdkingsheath,
2011,,Vicaragerdkingsheath,
2011,,Vineyardrdnorthfield,
2011,,Warln,
2011,,Watfordrdcotteridge,
2011,,Weollycastlerd,
2011,,Westminsterrd,
2011,,Wolverhamptonstr,
2011,,Woodhouserdquinton,
2011,,Woodmeadowrd,
2011,,Worldsendln,
2011,,Worldsendln,
2011,,Worldsendlnquinton,
2011,,Worldsendlnquinton,
2011,,Acardiancentre,
2011,,Adderleyrd,
2011,,Airnightclub,
2011,,Albertrdhandsworthbirmingham,
2011,,Arcadiacentrebirminghamcitycentre,
2011,,Arcadian,
2011,,Arcadian,
2011,,Arcadianbirminghamcitycentre,
2011,,Arcadiancenterbirmingham,
2011,,Arcadiancentre,
2011,,Arcadiancentre,
2011,,Arcadiancentre,
2011,,Arcadiancentre,
2011,,Arcadiancentre,
2011,,Arcadiancentre,
2011,,Arcadiancentre,
2011,,Arcadiancentre,
2011,,Arcadiancentre,
2011,,Arcadiancentre,
2011,,Arcadiancentre,
2011,,Arcadiancentre,
2011,,Arcadiancentre,
2011,,Arcadiancentre,
2011,,Arcadiancentrebham,
2011,,Arcadiancentrebirmingham,
2011,,Arcadiancentrebirminghamcitycentre,
2011,,Arcadiancentreladywellwalk,
2011,,Arcadiancentreladywellwalk,
2011,,Arcadianentertainmentcentrebirmingham,
2011,,Arcadiancitycentre,
2011,,Arcadianhurststr,
2011,,Astonhotel,
2011,,Astonpolicestation,
2011,,Astonvillafootballground,
2011,,Attenboroughclose,
2011,,Awayfanscoachparkbhamcfc,
2011,,Awaysupportersentrancebcfc,
2011,,Barrisa,
2011,,Bathrowbirmingham,
2011,,Bathstrcitycentre,
2011,,Bcfchomefanscaraprke,
2011,,Bcfcground,
2011,,Bcfctiltonrdentrance,
2011,,Berkeleystr,
2011,,Berkeleystr,
2011,,Berkleystr,
2011,,Bhamnewstrstation,
2011,,Bigbitebrdstr,
2011,,Bigwokrestaurantbirmingham,
2011,,Birchfieldrdperrybarr,
2011,,Birchfieldrdbirmingham,
2011,,Birchfieldrdcitycentre,
2011,,Birchfiledrd,
2011,,Birminghamcityfccoachpark,
2011,,Birminghammagistratescourt,
2011,,Birminghamnewst,
2011,,Birminghamnewstrstation,
2011,,Birminghamnewstr,
2011,,Bishopgatestrjunctionofbrdstr,
2011,,Bishopgatestrcitycentre,
2011,,Bishopsgatestr,
2011,,Blissbarbrdstr,
2011,,Blissnightclubbrdstbirmingham,
2011,,Blissnightclubbrdst,
2011,,Blissbrdst,
2011,,Bordesleygreen,
2011,,Bordesleygreenrd,
2011,,Bradfordstbirmingham,
2011,,Braodstrcitycentre,
2011,,Braodstrcitycentre,
2011,,Braodstrcitycentre,
2011,,Braodstrcitycentre,
2011,,Braodstrcitycentre,
2011,,Braodstrcitycentre,
2011,,Briarrosephbennettshill,
2011,,Brightonarmsph,
2011,,Bristolrdbirmingham,
2011,,Bristolrdedgbaston,
2011,,Bristolstbirminghamcitycentre,
2011,,Bristolstr,
2011,,Bristolstr,
2011,,Bristolstrsouth,
2011,,Bristolstrsouth,
2011,,Brittaniahotel,
2011,,Brdst,
2011,,Brdst,
2011,,Brdst,
2011,,Brdst,
2011,,Brdst,
2011,,Brdst,
2011,,Brdst,
2011,,Brdst,
2011,,Brdst,
2011,,Brdst,
2011,,Brdstgasstrcitycentre,
2011,,Brdstbham,
2011,,Brdstbham,
2011,,Brdstcitycentre,
2011,,Brdstcitycentrebirmingham,
2011,,Brdstbham,
2011,,Brdstbham,
2011,,Brdstbham,
2011,,Brdstbham,
2011,,Brdstbham,
2011,,Brdstbham,
2011,,Brdstbham,
2011,,Brdstbham,
2011,,Brdstbirmingham,
2011,,Brdstbirmingham,
2011,,Brdstbirmingham,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstr,
2011,,Brdstrcitycentre,
2011,,Brdstrbirmingham,
2011,,Brdstrbirmingham,
2011,,Brdstrbirmingham,
2011,,Brdstroppositewalkabout,
2011,,Brdstroutsideroccocco,
2011,,Brdstrbham,
2011,,Brdstrbham,
2011,,Brdstrbirmingham,
2011,,Brdstrbirmingham,
2011,,Brdstrbirmingham,
2011,,Brdstrbirmingham,
